codim: 5, face: 1/10, weights: [-1, 0, 0, 0, 0], discriminant: M1
codim: 2, face: 9/20, weights: [-1, -1, 0, -1, -1], discriminant: M1^2*M4^2 - 2*M1^2*M4*M5 + M1^2*M4*m5 + M1^2*M4*s12 + M1^2*M4*s34 + M1^2*M5^2 + M1^2*M5*m5 - M1^2*M5*s12 - M1^2*M5*s34 + 1/4*M1^2*m5^2 - 1/2*M1^2*m5*s12 + 1/2*M1^2*m5*s34 + 1/4*M1^2*s12^2 + 1/2*M1^2*s12*s34 + 1/4*M1^2*s34^2 - 2*M1*M2*M4^2 + 4*M1*M2*M4*M5 + M1*M2*M4*m1 - 2*M1*M2*M4*m5 - M1*M2*M4*s12 - M1*M2*M4*s34 - M1*M2*M4*s51 - 2*M1*M2*M5^2 - M1*M2*M5*m1 - 2*M1*M2*M5*m5 + M1*M2*M5*s12 + M1*M2*M5*s34 + M1*M2*M5*s51 - 1/2*M1*M2*m1*m5 + 1/2*M1*M2*m1*s12 + 1/2*M1*M2*m1*s34 + M1*M2*m2*m5 - 1/2*M1*M2*m5^2 + 1/2*M1*M2*m5*s12 - 1/2*M1*M2*m5*s34 - 1/2*M1*M2*m5*s51 - 1/2*M1*M2*s12*s51 - 1/2*M1*M2*s34*s51 + M1*M4^2*m1 + M1*M4^2*m2 + M1*M4^2*s12 - M1*M4*M5*m1 - 2*M1*M4*M5*m2 - M1*M4*M5*s12 + M1*M4*M5*s34 - M1*M4*M5*s51 + 1/2*M1*M4*m1*m5 + 3/2*M1*M4*m1*s12 + 3/2*M1*M4*m1*s34 + 3/2*M1*M4*m2*m5 + 1/2*M1*M4*m2*s12 + 1/2*M1*M4*m2*s34 + 1/2*M1*M4*m5*s12 + 3/2*M1*M4*s12^2 + 3/2*M1*M4*s12*s34 + M1*M5^2*m2 - M1*M5^2*s34 + M1*M5^2*s51 + 3/2*M1*M5*m2*m5 - 1/2*M1*M5*m2*s12 - 1/2*M1*M5*m2*s34 - 1/2*M1*M5*m5*s34 + 1/2*M1*M5*m5*s51 + 3/2*M1*M5*s12*s34 - 3/2*M1*M5*s12*s51 + 3/2*M1*M5*s34^2 - 3/2*M1*M5*s34*s51 + 1/2*M1*m1*m5*s34 + 1/2*M1*m1*s12*s34 + 1/2*M1*m1*s34^2 + 1/2*M1*m2*m5^2 - 1/2*M1*m2*m5*s12 + 1/2*M1*m2*m5*s34 + M1*m5*s12*s34 - 1/2*M1*m5*s12*s51 + 1/2*M1*s12^2*s51 + 1/2*M1*s12*s34*s51 + M2^2*M4^2 - 2*M2^2*M4*M5 - M2^2*M4*m1 + M2^2*M4*m5 + M2^2*M4*s51 + M2^2*M5^2 + M2^2*M5*m1 + M2^2*M5*m5 - M2^2*M5*s51 + 1/4*M2^2*m1^2 + 1/2*M2^2*m1*m5 - 1/2*M2^2*m1*s51 + 1/4*M2^2*m5^2 + 1/2*M2^2*m5*s51 + 1/4*M2^2*s51^2 - M2*M4^2*m1 + M2*M4^2*m2 - M2*M4^2*s12 + M2*M4*M5*m1 - 2*M2*M4*M5*m2 + M2*M4*M5*s12 - M2*M4*M5*s34 + M2*M4*M5*s51 + 3/2*M2*M4*m1^2 - 1/2*M2*M4*m1*m2 - 1/2*M2*M4*m1*m5 + 3/2*M2*M4*m1*s12 - 3/2*M2*M4*m1*s51 + 3/2*M2*M4*m2*m5 + 1/2*M2*M4*m2*s51 - 1/2*M2*M4*m5*s12 - 3/2*M2*M4*s12*s51 + M2*M5^2*m2 + M2*M5^2*s34 - M2*M5^2*s51 + 1/2*M2*M5*m1*m2 + 3/2*M2*M5*m1*s34 - 3/2*M2*M5*m1*s51 + 3/2*M2*M5*m2*m5 - 1/2*M2*M5*m2*s51 + 1/2*M2*M5*m5*s34 - 1/2*M2*M5*m5*s51 - 3/2*M2*M5*s34*s51 + 3/2*M2*M5*s51^2 + 1/2*M2*m1^2*s34 + 1/2*M2*m1*m2*m5 + 1/2*M2*m1*m5*s34 - M2*m1*m5*s51 + 1/2*M2*m1*s12*s51 - 1/2*M2*m1*s34*s51 + 1/2*M2*m2*m5^2 + 1/2*M2*m2*m5*s51 - 1/2*M2*m5*s12*s51 - 1/2*M2*s12*s51^2 + 1/4*M4^2*m1^2 + 1/2*M4^2*m1*m2 + 1/2*M4^2*m1*s12 + 1/4*M4^2*m2^2 - 1/2*M4^2*m2*s12 + 1/4*M4^2*s12^2 - 1/2*M4*M5*m1*m2 + 1/2*M4*M5*m1*s34 - 1/2*M4*M5*m1*s51 - 1/2*M4*M5*m2^2 + M4*M5*m2*m5 + 1/2*M4*M5*m2*s12 - 1/2*M4*M5*m2*s34 - 1/2*M4*M5*m2*s51 + 1/2*M4*M5*s12*s34 - 1/2*M4*M5*s12*s51 + 1/2*M4*m1^2*s34 + 1/2*M4*m1*m2*m5 + M4*m1*m2*s12 + 1/2*M4*m1*m2*s34 + 1/2*M4*m1*s12*s34 + 1/2*M4*m1*s12*s51 + 1/2*M4*m2^2*m5 - 1/2*M4*m2*m5*s12 - 1/2*M4*m2*s12*s51 + 1/2*M4*s12^2*s51 + 1/4*M5^2*m2^2 + 1/2*M5^2*m2*s34 + 1/2*M5^2*m2*s51 + 1/4*M5^2*s34^2 - 1/2*M5^2*s34*s51 + 1/4*M5^2*s51^2 + 1/2*M5*m1*m2*s34 + 1/2*M5*m1*s34^2 - 1/2*M5*m1*s34*s51 + 1/2*M5*m2^2*m5 + 1/2*M5*m2*m5*s34 + 1/2*M5*m2*m5*s51 - 1/2*M5*m2*s12*s51 - M5*m2*s34*s51 + 1/2*M5*s12*s34*s51 - 1/2*M5*s12*s51^2 + 1/4*m1^2*s34^2 + 1/2*m1*m2*m5*s34 + 1/2*m1*s12*s34*s51 + 1/4*m2^2*m5^2 - 1/2*m2*m5*s12*s51 + 1/4*s12^2*s51^2
codim: 2, face: 10/20, weights: [-1, 0, -1, -1, -1], discriminant: M1^2*M4^2 - 2*M1^2*M4*M5 + M1^2*M4*m4 + M1^2*M4*m5 + M1^2*M4*s45 + M1^2*M5^2 - M1^2*M5*m4 + M1^2*M5*m5 - M1^2*M5*s45 + 1/4*M1^2*m4^2 + 1/2*M1^2*m4*m5 + 1/2*M1^2*m4*s45 + 1/4*M1^2*m5^2 - 1/2*M1^2*m5*s45 + 1/4*M1^2*s45^2 - 2*M1*M3*M4^2 + 4*M1*M3*M4*M5 + M1*M3*M4*m1 - M1*M3*M4*m4 - 2*M1*M3*M4*m5 - M1*M3*M4*s45 - M1*M3*M4*s51 - 2*M1*M3*M5^2 - M1*M3*M5*m1 + M1*M3*M5*m4 - 2*M1*M3*M5*m5 + M1*M3*M5*s45 + M1*M3*M5*s51 + 1/2*M1*M3*m1*m4 - 1/2*M1*M3*m1*m5 + 1/2*M1*M3*m1*s45 - 1/2*M1*M3*m4*m5 - 1/2*M1*M3*m4*s51 - 1/2*M1*M3*m5^2 + M1*M3*m5*s23 + 1/2*M1*M3*m5*s45 - 1/2*M1*M3*m5*s51 - 1/2*M1*M3*s45*s51 + M1*M4^2*m1 + M1*M4^2*s23 + M1*M4^2*s45 - M1*M4*M5*m1 + M1*M4*M5*m4 - 2*M1*M4*M5*s23 - M1*M4*M5*s45 - M1*M4*M5*s51 + 3/2*M1*M4*m1*m4 + 1/2*M1*M4*m1*m5 + 3/2*M1*M4*m1*s45 + 1/2*M1*M4*m4*s23 + 3/2*M1*M4*m4*s45 + 3/2*M1*M4*m5*s23 + 1/2*M1*M4*m5*s45 + 1/2*M1*M4*s23*s45 + 3/2*M1*M4*s45^2 - M1*M5^2*m4 + M1*M5^2*s23 + M1*M5^2*s51 + 3/2*M1*M5*m4^2 - 1/2*M1*M5*m4*m5 - 1/2*M1*M5*m4*s23 + 3/2*M1*M5*m4*s45 - 3/2*M1*M5*m4*s51 + 3/2*M1*M5*m5*s23 + 1/2*M1*M5*m5*s51 - 1/2*M1*M5*s23*s45 - 3/2*M1*M5*s45*s51 + 1/2*M1*m1*m4^2 + 1/2*M1*m1*m4*m5 + 1/2*M1*m1*m4*s45 + 1/2*M1*m4*m5*s23 + M1*m4*m5*s45 + 1/2*M1*m4*s45*s51 + 1/2*M1*m5^2*s23 - 1/2*M1*m5*s23*s45 - 1/2*M1*m5*s45*s51 + 1/2*M1*s45^2*s51 + M3^2*M4^2 - 2*M3^2*M4*M5 - M3^2*M4*m1 + M3^2*M4*m5 + M3^2*M4*s51 + M3^2*M5^2 + M3^2*M5*m1 + M3^2*M5*m5 - M3^2*M5*s51 + 1/4*M3^2*m1^2 + 1/2*M3^2*m1*m5 - 1/2*M3^2*m1*s51 + 1/4*M3^2*m5^2 + 1/2*M3^2*m5*s51 + 1/4*M3^2*s51^2 - M3*M4^2*m1 + M3*M4^2*s23 - M3*M4^2*s45 + M3*M4*M5*m1 - M3*M4*M5*m4 - 2*M3*M4*M5*s23 + M3*M4*M5*s45 + M3*M4*M5*s51 + 3/2*M3*M4*m1^2 - 1/2*M3*M4*m1*m5 - 1/2*M3*M4*m1*s23 + 3/2*M3*M4*m1*s45 - 3/2*M3*M4*m1*s51 + 3/2*M3*M4*m5*s23 - 1/2*M3*M4*m5*s45 + 1/2*M3*M4*s23*s51 - 3/2*M3*M4*s45*s51 + M3*M5^2*m4 + M3*M5^2*s23 - M3*M5^2*s51 + 3/2*M3*M5*m1*m4 + 1/2*M3*M5*m1*s23 - 3/2*M3*M5*m1*s51 + 1/2*M3*M5*m4*m5 - 3/2*M3*M5*m4*s51 + 3/2*M3*M5*m5*s23 - 1/2*M3*M5*m5*s51 - 1/2*M3*M5*s23*s51 + 3/2*M3*M5*s51^2 + 1/2*M3*m1^2*m4 + 1/2*M3*m1*m4*m5 - 1/2*M3*m1*m4*s51 + 1/2*M3*m1*m5*s23 - M3*m1*m5*s51 + 1/2*M3*m1*s45*s51 + 1/2*M3*m5^2*s23 + 1/2*M3*m5*s23*s51 - 1/2*M3*m5*s45*s51 - 1/2*M3*s45*s51^2 + 1/4*M4^2*m1^2 + 1/2*M4^2*m1*s23 + 1/2*M4^2*m1*s45 + 1/4*M4^2*s23^2 - 1/2*M4^2*s23*s45 + 1/4*M4^2*s45^2 + 1/2*M4*M5*m1*m4 - 1/2*M4*M5*m1*s23 - 1/2*M4*M5*m1*s51 - 1/2*M4*M5*m4*s23 + 1/2*M4*M5*m4*s45 + M4*M5*m5*s23 - 1/2*M4*M5*s23^2 + 1/2*M4*M5*s23*s45 - 1/2*M4*M5*s23*s51 - 1/2*M4*M5*s45*s51 + 1/2*M4*m1^2*m4 + 1/2*M4*m1*m4*s23 + 1/2*M4*m1*m4*s45 + 1/2*M4*m1*m5*s23 + M4*m1*s23*s45 + 1/2*M4*m1*s45*s51 + 1/2*M4*m5*s23^2 - 1/2*M4*m5*s23*s45 - 1/2*M4*s23*s45*s51 + 1/2*M4*s45^2*s51 + 1/4*M5^2*m4^2 + 1/2*M5^2*m4*s23 - 1/2*M5^2*m4*s51 + 1/4*M5^2*s23^2 + 1/2*M5^2*s23*s51 + 1/4*M5^2*s51^2 + 1/2*M5*m1*m4^2 + 1/2*M5*m1*m4*s23 - 1/2*M5*m1*m4*s51 + 1/2*M5*m4*m5*s23 - M5*m4*s23*s51 + 1/2*M5*m4*s45*s51 + 1/2*M5*m5*s23^2 + 1/2*M5*m5*s23*s51 - 1/2*M5*s23*s45*s51 - 1/2*M5*s45*s51^2 + 1/4*m1^2*m4^2 + 1/2*m1*m4*m5*s23 + 1/2*m1*m4*s45*s51 + 1/4*m5^2*s23^2 - 1/2*m5*s23*s45*s51 + 1/4*s45^2*s51^2
codim: 2, face: 11/20, weights: [1, 1, 1, 1, 2], discriminant: 1
codim: 2, face: 12/20, weights: [1, 1, 1, 2, 1], discriminant: 1
codim: 2, face: 13/20, weights: [1, 1, 2, 1, 1], discriminant: 1
codim: 2, face: 14/20, weights: [1, 2, 1, 1, 1], discriminant: 1
codim: 2, face: 15/20, weights: [1, 0, 0, 0, 1], discriminant: m3^2 - 2*m3*m4 + m3*s34 - 2*m4^2 - 2*m4*s34 + s34^2
codim: 2, face: 16/20, weights: [1, 0, 0, 1, 0], discriminant: m3^2 - 2*m3*s12 + m3*s45 - 2*s12^2 - 2*s12*s45 + s45^2
codim: 2, face: 17/20, weights: [1, 0, 1, 0, 0], discriminant: m5^2 - 2*m5*s12 + m5*s34 - 2*s12^2 - 2*s12*s34 + s34^2
codim: 2, face: 18/20, weights: [0, -1, -1, -1, -1], discriminant: M2^2*M4^2 - 2*M2^2*M4*M5 + M2^2*M4*m4 + M2^2*M4*m5 + M2^2*M4*s45 + M2^2*M5^2 - M2^2*M5*m4 + M2^2*M5*m5 - M2^2*M5*s45 + 1/4*M2^2*m4^2 + 1/2*M2^2*m4*m5 + 1/2*M2^2*m4*s45 + 1/4*M2^2*m5^2 - 1/2*M2^2*m5*s45 + 1/4*M2^2*s45^2 - 2*M2*M3*M4^2 + 4*M2*M3*M4*M5 - M2*M3*M4*m4 - 2*M2*M3*M4*m5 + M2*M3*M4*s12 - M2*M3*M4*s34 - M2*M3*M4*s45 - 2*M2*M3*M5^2 + M2*M3*M5*m4 - 2*M2*M3*M5*m5 - M2*M3*M5*s12 + M2*M3*M5*s34 + M2*M3*M5*s45 + M2*M3*m3*m5 - 1/2*M2*M3*m4*m5 + 1/2*M2*M3*m4*s12 - 1/2*M2*M3*m4*s34 - 1/2*M2*M3*m5^2 - 1/2*M2*M3*m5*s12 - 1/2*M2*M3*m5*s34 + 1/2*M2*M3*m5*s45 + 1/2*M2*M3*s12*s45 - 1/2*M2*M3*s34*s45 + M2*M4^2*m3 + M2*M4^2*s12 + M2*M4^2*s45 - 2*M2*M4*M5*m3 + M2*M4*M5*m4 - M2*M4*M5*s12 - M2*M4*M5*s34 - M2*M4*M5*s45 + 1/2*M2*M4*m3*m4 + 3/2*M2*M4*m3*m5 + 1/2*M2*M4*m3*s45 + 3/2*M2*M4*m4*s12 + 3/2*M2*M4*m4*s45 + 1/2*M2*M4*m5*s12 + 1/2*M2*M4*m5*s45 + 3/2*M2*M4*s12*s45 + 3/2*M2*M4*s45^2 + M2*M5^2*m3 - M2*M5^2*m4 + M2*M5^2*s34 - 1/2*M2*M5*m3*m4 + 3/2*M2*M5*m3*m5 - 1/2*M2*M5*m3*s45 + 3/2*M2*M5*m4^2 - 1/2*M2*M5*m4*m5 - 3/2*M2*M5*m4*s34 + 3/2*M2*M5*m4*s45 + 1/2*M2*M5*m5*s34 - 3/2*M2*M5*s34*s45 + 1/2*M2*m3*m4*m5 + 1/2*M2*m3*m5^2 - 1/2*M2*m3*m5*s45 + 1/2*M2*m4^2*s12 + 1/2*M2*m4*m5*s12 + M2*m4*m5*s45 + 1/2*M2*m4*s12*s45 + 1/2*M2*m4*s34*s45 - 1/2*M2*m5*s34*s45 + 1/2*M2*s34*s45^2 + M3^2*M4^2 - 2*M3^2*M4*M5 + M3^2*M4*m5 - M3^2*M4*s12 + M3^2*M4*s34 + M3^2*M5^2 + M3^2*M5*m5 + M3^2*M5*s12 - M3^2*M5*s34 + 1/4*M3^2*m5^2 + 1/2*M3^2*m5*s12 + 1/2*M3^2*m5*s34 + 1/4*M3^2*s12^2 - 1/2*M3^2*s12*s34 + 1/4*M3^2*s34^2 + M3*M4^2*m3 - M3*M4^2*s12 - M3*M4^2*s45 - 2*M3*M4*M5*m3 - M3*M4*M5*m4 + M3*M4*M5*s12 + M3*M4*M5*s34 + M3*M4*M5*s45 + 3/2*M3*M4*m3*m5 - 1/2*M3*M4*m3*s12 + 1/2*M3*M4*m3*s34 - 1/2*M3*M4*m5*s12 - 1/2*M3*M4*m5*s45 + 3/2*M3*M4*s12^2 - 3/2*M3*M4*s12*s34 + 3/2*M3*M4*s12*s45 - 3/2*M3*M4*s34*s45 + M3*M5^2*m3 + M3*M5^2*m4 - M3*M5^2*s34 + 3/2*M3*M5*m3*m5 + 1/2*M3*M5*m3*s12 - 1/2*M3*M5*m3*s34 + 1/2*M3*M5*m4*m5 + 3/2*M3*M5*m4*s12 - 3/2*M3*M5*m4*s34 - 1/2*M3*M5*m5*s34 - 3/2*M3*M5*s12*s34 + 3/2*M3*M5*s34^2 + 1/2*M3*m3*m5^2 + 1/2*M3*m3*m5*s12 + 1/2*M3*m3*m5*s34 + 1/2*M3*m4*m5*s12 + 1/2*M3*m4*s12^2 - 1/2*M3*m4*s12*s34 - M3*m5*s12*s34 - 1/2*M3*m5*s34*s45 + 1/2*M3*s12*s34*s45 - 1/2*M3*s34^2*s45 + 1/4*M4^2*m3^2 + 1/2*M4^2*m3*s12 - 1/2*M4^2*m3*s45 + 1/4*M4^2*s12^2 + 1/2*M4^2*s12*s45 + 1/4*M4^2*s45^2 - 1/2*M4*M5*m3^2 - 1/2*M4*M5*m3*m4 + M4*M5*m3*m5 - 1/2*M4*M5*m3*s12 - 1/2*M4*M5*m3*s34 + 1/2*M4*M5*m3*s45 + 1/2*M4*M5*m4*s12 + 1/2*M4*M5*m4*s45 - 1/2*M4*M5*s12*s34 - 1/2*M4*M5*s34*s45 + 1/2*M4*m3^2*m5 + 1/2*M4*m3*m4*s12 + 1/2*M4*m3*m5*s12 - 1/2*M4*m3*m5*s45 + M4*m3*s12*s45 - 1/2*M4*m3*s34*s45 + 1/2*M4*m4*s12^2 + 1/2*M4*m4*s12*s45 + 1/2*M4*s12*s34*s45 + 1/2*M4*s34*s45^2 + 1/4*M5^2*m3^2 + 1/2*M5^2*m3*m4 + 1/2*M5^2*m3*s34 + 1/4*M5^2*m4^2 - 1/2*M5^2*m4*s34 + 1/4*M5^2*s34^2 + 1/2*M5*m3^2*m5 + 1/2*M5*m3*m4*m5 + 1/2*M5*m3*m4*s12 - M5*m3*m4*s34 + 1/2*M5*m3*m5*s34 - 1/2*M5*m3*s34*s45 + 1/2*M5*m4^2*s12 - 1/2*M5*m4*s12*s34 + 1/2*M5*m4*s34*s45 - 1/2*M5*s34^2*s45 + 1/4*m3^2*m5^2 + 1/2*m3*m4*m5*s12 - 1/2*m3*m5*s34*s45 + 1/4*m4^2*s12^2 + 1/2*m4*s12*s34*s45 + 1/4*s34^2*s45^2
codim: 2, face: 19/20, weights: [2, 1, 1, 1, 1], discriminant: 1
codim: 2, face: 20/20, weights: [1, 1, 0, 0, 0], discriminant: m4^2 - 2*m4*m5 + m4*s45 - 2*m5^2 - 2*m5*s45 + s45^2
codim: 1, face: 1/7, weights: [0, 0, 0, 0, 1], discriminant: M1*M3^2 + M1*M3*m3 + M1*M3*m4 + M1*M3*s34 + 1/4*M1*m3^2 + 1/2*M1*m3*m4 + 1/2*M1*m3*s34 + 1/4*M1*m4^2 - 1/2*M1*m4*s34 + 1/4*M1*s34^2 + 1/2*M2^2*m4 + 1/2*M2*M3*m4 - 1/2*M2*M3*s23 + 1/2*M2*M3*s51 + 1/2*M2*m2*m4 + 1/4*M2*m3*m4 - 1/4*M2*m3*s23 + 1/4*M2*m3*s51 + 1/4*M2*m4^2 - 1/4*M2*m4*s23 - 1/4*M2*m4*s34 - 1/4*M2*m4*s51 - 1/4*M2*s23*s34 + 1/4*M2*s34*s51 + 1/2*M3^2*s51 + 1/4*M3*m2*m4 - 1/4*M3*m2*s23 + 1/4*M3*m2*s51 + 1/2*M3*m3*s51 - 1/4*M3*m4*s34 + 1/4*M3*m4*s51 + 1/4*M3*s23*s34 + 1/4*M3*s23*s51 + 1/4*M3*s34*s51 - 1/4*M3*s51^2 + 1/8*m2^2*m4 + 1/8*m2*m3*m4 - 1/8*m2*m3*s23 + 1/8*m2*m3*s51 + 1/8*m2*m4^2 - 1/8*m2*m4*s23 - 1/8*m2*m4*s34 - 1/8*m2*m4*s51 - 1/8*m2*s23*s34 + 1/8*m2*s34*s51 + 1/8*m3^2*s51 - 1/8*m3*m4*s34 + 1/8*m3*m4*s51 + 1/8*m3*s23*s34 + 1/8*m3*s23*s51 + 1/8*m3*s34*s51 - 1/8*m3*s51^2 - 1/8*m4*s23*s34 + 1/8*m4*s23*s51 + 1/8*s23^2*s34 + 1/8*s23*s34^2 - 1/8*s23*s34*s51
codim: 1, face: 2/7, weights: [0, 0, 0, 1, 0], discriminant: M1*M3^2 + M1*M3*m3 + M1*M3*s12 + M1*M3*s45 + 1/4*M1*m3^2 + 1/2*M1*m3*s12 + 1/2*M1*m3*s45 + 1/4*M1*s12^2 - 1/2*M1*s12*s45 + 1/4*M1*s45^2 + 1/2*M2^2*s45 + 1/2*M2*M3*m1 - 1/2*M2*M3*s23 + 1/2*M2*M3*s45 + 1/4*M2*m1*m3 + 1/4*M2*m1*s12 - 1/4*M2*m1*s45 + 1/2*M2*m2*s45 - 1/4*M2*m3*s23 + 1/4*M2*m3*s45 - 1/4*M2*s12*s23 - 1/4*M2*s12*s45 - 1/4*M2*s23*s45 + 1/4*M2*s45^2 + 1/2*M3^2*m1 - 1/4*M3*m1^2 + 1/4*M3*m1*m2 + 1/2*M3*m1*m3 + 1/4*M3*m1*s12 + 1/4*M3*m1*s23 + 1/4*M3*m1*s45 - 1/4*M3*m2*s23 + 1/4*M3*m2*s45 + 1/4*M3*s12*s23 - 1/4*M3*s12*s45 - 1/8*m1^2*m3 + 1/8*m1*m2*m3 + 1/8*m1*m2*s12 - 1/8*m1*m2*s45 + 1/8*m1*m3^2 + 1/8*m1*m3*s12 + 1/8*m1*m3*s23 + 1/8*m1*m3*s45 - 1/8*m1*s12*s23 + 1/8*m1*s23*s45 + 1/8*m2^2*s45 - 1/8*m2*m3*s23 + 1/8*m2*m3*s45 - 1/8*m2*s12*s23 - 1/8*m2*s12*s45 - 1/8*m2*s23*s45 + 1/8*m2*s45^2 + 1/8*m3*s12*s23 - 1/8*m3*s12*s45 + 1/8*s12^2*s23 + 1/8*s12*s23^2 - 1/8*s12*s23*s45
codim: 1, face: 3/7, weights: [0, 0, 1, 0, 0], discriminant: M1*M4^2 + M1*M4*m5 + M1*M4*s12 + M1*M4*s34 + 1/4*M1*m5^2 - 1/2*M1*m5*s12 + 1/2*M1*m5*s34 + 1/4*M1*s12^2 + 1/2*M1*s12*s34 + 1/4*M1*s34^2 + 1/2*M2^2*m5 + 1/2*M2*M4*m1 + 1/2*M2*M4*m5 - 1/2*M2*M4*s51 - 1/4*M2*m1*m5 + 1/4*M2*m1*s12 + 1/4*M2*m1*s34 + 1/2*M2*m2*m5 + 1/4*M2*m5^2 - 1/4*M2*m5*s12 + 1/4*M2*m5*s34 - 1/4*M2*m5*s51 - 1/4*M2*s12*s51 - 1/4*M2*s34*s51 + 1/2*M4^2*m1 - 1/4*M4*m1^2 + 1/4*M4*m1*m2 + 1/4*M4*m1*m5 + 1/4*M4*m1*s12 + 1/2*M4*m1*s34 + 1/4*M4*m1*s51 + 1/4*M4*m2*m5 - 1/4*M4*m2*s51 - 1/4*M4*m5*s12 + 1/4*M4*s12*s51 - 1/8*m1^2*s34 - 1/8*m1*m2*m5 + 1/8*m1*m2*s12 + 1/8*m1*m2*s34 + 1/8*m1*m5*s34 + 1/8*m1*m5*s51 + 1/8*m1*s12*s34 - 1/8*m1*s12*s51 + 1/8*m1*s34^2 + 1/8*m1*s34*s51 + 1/8*m2^2*m5 + 1/8*m2*m5^2 - 1/8*m2*m5*s12 + 1/8*m2*m5*s34 - 1/8*m2*m5*s51 - 1/8*m2*s12*s51 - 1/8*m2*s34*s51 - 1/8*m5*s12*s34 - 1/8*m5*s12*s51 + 1/8*s12^2*s51 + 1/8*s12*s34*s51 + 1/8*s12*s51^2
codim: 1, face: 4/7, weights: [0, 1, 0, 0, 0], discriminant: M1*M4^2 + M1*M4*m4 + M1*M4*m5 + M1*M4*s45 + 1/4*M1*m4^2 + 1/2*M1*m4*m5 + 1/2*M1*m4*s45 + 1/4*M1*m5^2 - 1/2*M1*m5*s45 + 1/4*M1*s45^2 + 1/2*M3^2*m5 + 1/2*M3*M4*m1 + 1/2*M3*M4*m5 - 1/2*M3*M4*s51 + 1/4*M3*m1*m4 - 1/4*M3*m1*m5 + 1/4*M3*m1*s45 + 1/4*M3*m4*m5 - 1/4*M3*m4*s51 + 1/4*M3*m5^2 + 1/2*M3*m5*s23 - 1/4*M3*m5*s45 - 1/4*M3*m5*s51 - 1/4*M3*s45*s51 + 1/2*M4^2*m1 - 1/4*M4*m1^2 + 1/2*M4*m1*m4 + 1/4*M4*m1*m5 + 1/4*M4*m1*s23 + 1/4*M4*m1*s45 + 1/4*M4*m1*s51 + 1/4*M4*m5*s23 - 1/4*M4*m5*s45 - 1/4*M4*s23*s51 + 1/4*M4*s45*s51 - 1/8*m1^2*m4 + 1/8*m1*m4^2 + 1/8*m1*m4*m5 + 1/8*m1*m4*s23 + 1/8*m1*m4*s45 + 1/8*m1*m4*s51 - 1/8*m1*m5*s23 + 1/8*m1*m5*s51 + 1/8*m1*s23*s45 - 1/8*m1*s45*s51 + 1/8*m4*m5*s23 - 1/8*m4*m5*s45 - 1/8*m4*s23*s51 + 1/8*m4*s45*s51 + 1/8*m5^2*s23 + 1/8*m5*s23^2 - 1/8*m5*s23*s45 - 1/8*m5*s23*s51 - 1/8*m5*s45*s51 - 1/8*s23*s45*s51 + 1/8*s45^2*s51 + 1/8*s45*s51^2
codim: 1, face: 5/7, weights: [-1, -1, -1, -1, -1], discriminant: 1
codim: 1, face: 6/7, weights: [1, 1, 1, 1, 1], discriminant: 1
codim: 1, face: 7/7, weights: [1, 0, 0, 0, 0], discriminant: M2*M4^2 + M2*M4*m4 + M2*M4*m5 + M2*M4*s45 + 1/4*M2*m4^2 + 1/2*M2*m4*m5 + 1/2*M2*m4*s45 + 1/4*M2*m5^2 - 1/2*M2*m5*s45 + 1/4*M2*s45^2 + 1/2*M3^2*m5 + 1/2*M3*M4*m5 + 1/2*M3*M4*s12 - 1/2*M3*M4*s34 + 1/2*M3*m3*m5 + 1/4*M3*m4*m5 + 1/4*M3*m4*s12 - 1/4*M3*m4*s34 + 1/4*M3*m5^2 - 1/4*M3*m5*s12 - 1/4*M3*m5*s34 - 1/4*M3*m5*s45 + 1/4*M3*s12*s45 - 1/4*M3*s34*s45 + 1/2*M4^2*s12 + 1/4*M4*m3*m5 + 1/4*M4*m3*s12 - 1/4*M4*m3*s34 + 1/2*M4*m4*s12 + 1/4*M4*m5*s12 - 1/4*M4*m5*s45 - 1/4*M4*s12^2 + 1/4*M4*s12*s34 + 1/4*M4*s12*s45 + 1/4*M4*s34*s45 + 1/8*m3^2*m5 + 1/8*m3*m4*m5 + 1/8*m3*m4*s12 - 1/8*m3*m4*s34 + 1/8*m3*m5^2 - 1/8*m3*m5*s12 - 1/8*m3*m5*s34 - 1/8*m3*m5*s45 + 1/8*m3*s12*s45 - 1/8*m3*s34*s45 + 1/8*m4^2*s12 + 1/8*m4*m5*s12 - 1/8*m4*m5*s45 - 1/8*m4*s12^2 + 1/8*m4*s12*s34 + 1/8*m4*s12*s45 + 1/8*m4*s34*s45 + 1/8*m5*s12*s34 - 1/8*m5*s34*s45 - 1/8*s12*s34*s45 + 1/8*s34^2*s45 + 1/8*s34*s45^2
